DATE,SITE,TREATMENT,TRAP,SPECIES,SEEDS
6/23/20,8,C,A,HEAN,0
6/23/20,8,C,A,CAAN,10
6/23/20,8,C,B,SIAL,10
6/23/20,8,C,B,HEAN,10
6/23/20,8,C,B,CAAN,9
6/23/20,8,C,C,SIAL,0
6/23/20,8,C,C,HEAN,0
6/23/20,8,C,C,CAAN,0
6/23/20,17,B,A,SIAL,6
6/23/20,17,B,A,HEAN,0
6/23/20,17,B,A,CAAN,0
6/23/20,17,B,B,SIAL,7
6/23/20,17,B,B,HEAN,7
6/23/20,17,B,B,CAAN,6
6/23/20,17,B,C,SIAL,7
6/23/20,17,B,C,HEAN,10
6/23/20,17,B,C,CAAN,7
6/23/20,17,C,A,SIAL,9
6/23/20,17,C,A,HEAN,10
6/23/20,17,C,A,CAAN,10
6/23/20,17,C,B,SIAL,6
6/23/20,17,C,B,HEAN,10
6/23/20,17,C,B,CAAN,7
6/23/20,17,C,C,SIAL,10
6/23/20,17,C,C,HEAN,10
6/23/20,17,C,C,CAAN,8
6/24/20,16,B,A,SIAL,4
6/24/20,16,B,A,HEAN,5
6/24/20,16,B,A,CAAN,5
6/24/20,16,B,B,SIAL,1
6/24/20,16,B,B,HEAN,1
6/24/20,16,B,B,CAAN,4
6/24/20,16,B,C,SIAL,2
6/24/20,16,B,C,HEAN,9
6/24/20,16,B,C,CAAN,10
6/24/20,16,C,A,SIAL,8
6/24/20,16,C,A,HEAN,10
6/24/20,16,C,A,CAAN,9
6/24/20,16,C,B,SIAL,5
6/24/20,16,C,B,HEAN,10
6/24/20,16,C,B,CAAN,9
6/24/20,16,C,C,SIAL,4
6/24/20,16,C,C,HEAN,9
6/24/20,16,C,C,CAAN,8
7/5/20,17,B,A,SIAL,10
7/5/20,17,B,A,HEAN,10
7/5/20,17,B,A,CAAN,10
7/5/20,17,B,B,SIAL,10
7/5/20,17,B,B,HEAN,10
7/5/20,17,B,B,CAAN,10
7/5/20,17,B,C,SIAL,10
7/5/20,17,B,C,HEAN,10
7/5/20,17,B,C,CAAN,10
7/5/20,17,C,A,SIAL,10
7/5/20,17,C,A,HEAN,10
7/5/20,17,C,A,CAAN,10
7/5/20,17,C,B,SIAL,10
7/5/20,17,C,B,HEAN,10
7/5/20,17,C,B,CAAN,10
7/5/20,17,C,C,SIAL,10
7/5/20,17,C,C,HEAN,10
7/5/20,17,C,C,CAAN,10
7/7/20,16,B,A,SIAL,10
7/7/20,16,B,A,HEAN,10
7/7/20,16,B,A,CAAN,10
7/7/20,16,B,B,SIAL,10
7/7/20,16,B,B,HEAN,10
7/7/20,16,B,B,CAAN,10
7/7/20,16,B,C,SIAL,10
7/7/20,16,B,C,HEAN,10
7/7/20,16,B,C,CAAN,10
7/7/20,16,C,A,SIAL,10
7/7/20,16,C,A,HEAN,10
7/7/20,16,C,A,CAAN,10
7/7/20,16,C,B,SIAL,10
7/7/20,16,C,B,HEAN,10
7/7/20,16,C,B,CAAN,10
7/7/20,16,C,C,SIAL,10
7/7/20,16,C,C,HEAN,10
7/7/20,16,C,C,CAAN,10
7/5/20,1,B,A,SIAL,10
7/5/20,1,B,A,HEAN,10
7/5/20,1,B,A,CAAN,10
7/5/20,1,B,B,SIAL,10
7/5/20,1,B,B,HEAN,10
7/5/20,1,B,B,CAAN,10
7/5/20,1,B,C,SIAL,10
7/5/20,1,B,C,HEAN,10
7/5/20,1,B,C,CAAN,10
7/5/20,1,C,A,SIAL,9
7/5/20,1,C,A,HEAN,10
7/5/20,1,C,A,CAAN,10
7/5/20,1,C,B,SIAL,10
7/5/20,1,C,B,HEAN,10
7/5/20,1,C,B,CAAN,10
7/5/20,1,C,C,SIAL,10
7/5/20,1,C,C,HEAN,10
7/5/20,1,C,C,CAAN,10
7/7/20,6,B,A,SIAL,10
7/7/20,6,B,A,HEAN,10
7/7/20,6,B,A,CAAN,10
7/7/20,6,B,B,SIAL,10
7/7/20,6,B,B,HEAN,10
7/7/20,6,B,B,CAAN,10
7/7/20,6,B,C,SIAL,10
7/7/20,6,B,C,HEAN,10
7/7/20,6,B,C,CAAN,10
7/7/20,6,C,A,SIAL,10
7/7/20,6,C,A,HEAN,10
7/7/20,6,C,A,CAAN,10
7/7/20,6,C,B,SIAL,10
7/7/20,6,C,B,HEAN,10
7/7/20,6,C,B,CAAN,10
7/7/20,6,C,C,SIAL,10
7/7/20,6,C,C,HEAN,10
7/7/20,6,C,C,CAAN,10
7/7/20,4,B,A,SIAL,10
7/7/20,4,B,A,HEAN,10
7/7/20,4,B,A,CAAN,10
7/7/20,4,B,B,SIAL,10
7/7/20,4,B,B,HEAN,10
7/7/20,4,B,B,CAAN,10
7/7/20,4,B,C,SIAL,10
7/7/20,4,B,C,HEAN,10
7/7/20,4,B,C,CAAN,10
7/7/20,4,C,A,SIAL,10
7/7/20,4,C,A,HEAN,10
7/7/20,4,C,A,CAAN,10
7/7/20,4,C,B,SIAL,10
7/7/20,4,C,B,HEAN,10
7/7/20,4,C,B,CAAN,10
7/7/20,4,C,C,SIAL,10
7/7/20,4,C,C,HEAN,10
7/7/20,4,C,C,CAAN,10
7/5/20,8,B,A,SIAL,10
7/5/20,8,B,A,HEAN,10
7/5/20,8,B,A,CAAN,10
7/5/20,8,B,B,SIAL,10
7/5/20,8,B,B,HEAN,10
7/5/20,8,B,B,CAAN,10
7/5/20,8,B,C,SIAL,10
7/5/20,8,B,C,HEAN,10
7/5/20,8,B,C,CAAN,10
7/5/20,8,C,A,SIAL,10
7/5/20,8,C,A,HEAN,10
7/5/20,8,C,A,CAAN,10
7/5/20,8,C,B,SIAL,10
7/5/20,8,C,B,HEAN,10
7/5/20,8,C,B,CAAN,10
7/5/20,8,C,C,SIAL,10
7/5/20,8,C,C,HEAN,10
7/5/20,8,C,C,CAAN,10
7/5/20,7,B,A,SIAL,10
7/5/20,7,B,A,HEAN,10
7/5/20,7,B,A,CAAN,10
7/5/20,7,B,B,SIAL,10
7/5/20,7,B,B,HEAN,10
7/5/20,7,B,B,CAAN,10
7/5/20,7,B,C,SIAL,10
7/5/20,7,B,C,HEAN,10
7/5/20,7,B,C,CAAN,10
7/5/20,7,C,A,SIAL,10
7/5/20,7,C,A,HEAN,10
7/5/20,7,C,A,CAAN,10
7/5/20,7,C,B,SIAL,10
7/5/20,7,C,B,HEAN,10
7/5/20,7,C,B,CAAN,10
7/5/20,7,C,C,SIAL,10
7/5/20,7,C,C,HEAN,10
7/5/20,7,C,C,CAAN,10
7/26/20,17,B,A,SIAL,0
7/26/20,17,B,A,HEAN,2
7/26/20,17,B,A,CAAN,1
7/26/20,17,B,B,SIAL,3
7/26/20,17,B,B,HEAN,5
7/26/20,17,B,B,CAAN,0
7/26/20,17,B,C,SIAL,3
7/26/20,17,B,C,HEAN,7
7/26/20,17,B,C,CAAN,10
7/26/20,17,C,A,SIAL,1
7/26/20,17,C,A,HEAN,7
7/26/20,17,C,A,CAAN,6
7/26/20,17,C,B,SIAL,2
7/26/20,17,C,B,HEAN,6
7/26/20,17,C,B,CAAN,6
7/26/20,17,C,C,SIAL,0
7/26/20,17,C,C,HEAN,3
7/26/20,17,C,C,CAAN,0
7/25/20,16,B,A,SIAL,8
7/25/20,16,B,A,HEAN,9
7/25/20,16,B,A,CAAN,7
7/25/20,16,B,B,SIAL,7
7/25/20,16,B,B,HEAN,8
7/25/20,16,B,B,CAAN,8
7/25/20,16,B,C,SIAL,8
7/25/20,16,B,C,HEAN,6
7/25/20,16,B,C,CAAN,3
7/25/20,16,C,A,SIAL,5
7/25/20,16,C,A,HEAN,6
7/25/20,16,C,A,CAAN,1
7/25/20,16,C,B,SIAL,10
7/25/20,16,C,B,HEAN,10
7/25/20,16,C,B,CAAN,10
7/25/20,16,C,C,SIAL,5
7/25/20,16,C,C,HEAN,6
7/25/20,16,C,C,CAAN,3
7/26/20,1,B,A,SIAL,0
7/26/20,1,B,A,HEAN,1
7/26/20,1,B,A,CAAN,0
7/26/20,1,B,B,SIAL,5
7/26/20,1,B,B,HEAN,8
7/26/20,1,B,B,CAAN,2
7/26/20,1,B,C,SIAL,0
7/26/20,1,B,C,HEAN,0
7/26/20,1,B,C,CAAN,0
7/26/20,1,C,A,SIAL,7
7/26/20,1,C,A,HEAN,9
7/26/20,1,C,A,CAAN,9
7/26/20,1,C,B,SIAL,3
7/26/20,1,C,B,HEAN,6
7/26/20,1,C,B,CAAN,8
7/26/20,1,C,C,SIAL,1
7/26/20,1,C,C,HEAN,0
7/26/20,1,C,C,CAAN,0
7/26/20,6,B,A,SIAL,2
7/26/20,6,B,A,HEAN,5
7/26/20,6,B,A,CAAN,10
7/26/20,6,B,B,SIAL,2
7/26/20,6,B,B,HEAN,10
7/26/20,6,B,B,CAAN,10
7/26/20,6,B,C,SIAL,2
7/26/20,6,B,C,HEAN,9
7/26/20,6,B,C,CAAN,10
7/26/20,6,C,A,SIAL,0
7/26/20,6,C,A,HEAN,0
7/26/20,6,C,A,CAAN,4
7/26/20,6,C,B,SIAL,1
7/26/20,6,C,B,HEAN,4
7/26/20,6,C,B,CAAN,1
7/26/20,6,C,C,SIAL,1
7/26/20,6,C,C,HEAN,9
7/26/20,6,C,C,CAAN,5
7/25/20,4,B,A,SIAL,2
7/25/20,4,B,A,HEAN,0
7/25/20,4,B,A,CAAN,1
7/25/20,4,B,B,SIAL,7
7/25/20,4,B,B,HEAN,0
7/25/20,4,B,B,CAAN,6
7/25/20,4,B,C,SIAL,4
7/25/20,4,B,C,HEAN,1
7/25/20,4,B,C,CAAN,0
7/25/20,4,C,A,SIAL,5
7/25/20,4,C,A,HEAN,0
7/25/20,4,C,A,CAAN,1
7/25/20,4,C,B,SIAL,3
7/25/20,4,C,B,HEAN,0
7/25/20,4,C,B,CAAN,1
7/25/20,4,C,C,SIAL,8
7/25/20,4,C,C,HEAN,8
7/25/20,4,C,C,CAAN,10
7/24/20,8,B,A,SIAL,9
7/24/20,8,B,A,HEAN,10
7/24/20,8,B,A,CAAN,10
7/24/20,8,B,B,SIAL,0
7/24/20,8,B,B,HEAN,2
7/24/20,8,B,B,CAAN,3
7/24/20,8,B,C,SIAL,0
7/24/20,8,B,C,HEAN,6
7/24/20,8,B,C,CAAN,9
7/24/20,8,C,A,SIAL,4
7/24/20,8,C,A,HEAN,9
7/24/20,8,C,A,CAAN,10
7/24/20,8,C,B,SIAL,1
7/24/20,8,C,B,HEAN,9
7/24/20,8,C,B,CAAN,10
7/24/20,8,C,C,SIAL,1
7/24/20,8,C,C,HEAN,5
7/24/20,8,C,C,CAAN,5
7/26/20,7,B,A,SIAL,2
7/26/20,7,B,A,HEAN,4
7/26/20,7,B,A,CAAN,5
7/26/20,7,B,B,SIAL,1
7/26/20,7,B,B,HEAN,4
7/26/20,7,B,B,CAAN,5
7/26/20,7,B,C,SIAL,0
7/26/20,7,B,C,HEAN,7
7/26/20,7,B,C,CAAN,8
7/26/20,7,C,A,SIAL,3
7/26/20,7,C,A,HEAN,6
7/26/20,7,C,A,CAAN,9
7/26/20,7,C,B,SIAL,5
7/26/20,7,C,B,HEAN,9
7/26/20,7,C,B,CAAN,8
7/26/20,7,C,C,SIAL,0
7/26/20,7,C,C,HEAN,4
7/26/20,7,C,C,CAAN,4
